workerNum,retake,gender,age,country,years,residence,education,vision,websiteName,trialNum,image_type,score,score2,black,silver,gray,white,maroon,red,purple,fuchsia,green,lime,olive,yellow,navy,blue,teal,aqua,hue,saturation,value,textArea,nonTextArea,numOfLeaves,percentageOfLeafArea,numOfTextGroup,numOfImageArea,colorfulness1,colorfulness2,complexitymodel,colorfulnessmodelnew,colorfulnessmodel,colorfulnessmodelnewest,colorHorizontalSymmetry,colorVerticalSymmetry,intensityHorizontalSymmetry,intensityVerticalSymmetry,intensityHorizontalBalance,intensityVerticalBalance,numOfQuadTreeLeaves_color,numOfQuadTreeLeaves_intensity,colorEquilibrium,intensityEquilibrium
0,No,Male,45,Italy,43,No,college,No,english_193,20,english,4,4,0.0558815,0.880638123,0.171386719,0.807902038,0.015075684,0.000941,0.114456177,0,0.061218262,0,0.077580772,1.65e-05,0.075064339,0.00510025,0.135864258,3.81e-05,21.67528915,19.41779327,228.2079048,226201,116559,97,43.58418783,28,6,6.030971738,27.89062895,6.229062794,3.388021644,8.057545832,3.650919909,0.813293457,0.754470825,0.97013092,0.926221212,0.515758725,0.468753299,454,142,0.732096354,0.805338542
0,No,Male,45,Italy,43,No,college,No,grayscale_9,21,grayscale,1,1
0,No,Male,45,Italy,43,No,college,No,english_132,22,english,7,7,0.0699412,0.730145752,0.319238037,0.505471528,0.190268204,0.14444606,0.211100265,0,0.045722961,0.001692454,0.159081772,0.001608531,0.048122406,0.004928589,0.089692436,0.000371,61.30764389,59.70032756,209.4041023,119856,222948,75,43.58978271,20,13,38.70655102,84.4326946,5.940459389,5.789260034,17.31928589,6.410267793,0.722279867,0.574417114,0.813685099,0.555608114,0.245652959,0.771170325,858,819,0.804036458,0.735351563
0,No,Male,45,Italy,43,No,college,No,english_86,23,english,2,2,0.00382487,0.981376648,0.027914682,0.969656646,0.006373087,0,0.01261266,0,0.010336558,0.004567464,0.018698374,4.07e-05,0.00585556,0,0.012312572,0,1.015513102,1.694694519,250.4988251,57737,16220,15,9.404118856,6,4,0.707521244,12.21013153,1.998270599,2.616317884,4.502842867,2.64199192,1,1,0.937894185,0.945162455,0.968404423,0.494026422,4,103,0,0.840169271
0,No,Male,45,Italy,43,No,college,No,english_318,24,english,6,6,0.054885272,0.709540606,0.256951988,0.64372927,0.186209634,0.031634927,0.206961542,0.059731726,0.055881966,3.9e-05,0.104574844,0.025797153,0.169901222,0.006291792,0.04503252,0.032357596,47.36156715,73.05188848,219.1896497,91960,191801,46,38.11625039,10,8,32.29353078,88.29902597,4.388387615,5.951135276,13.26111036,6.556652654,0.607585075,0.672061166,0.837955463,0.856884569,1,0.813758653,912,285,0.856941082,0.537745494
0,No,Male,45,Italy,43,No,college,No,english_226,25,english,5,4,0.592706025,0.27881369,0.239732102,0.179784134,0.605715454,0.000839,0.08990097,0,0.635897338,0,0.164281204,0.003901164,0.591187775,0.006671906,0.140892029,0.000214,29.18212255,39.24057515,82.5773201,91781,313499,55,51.53401693,18,6,7.639597406,39.23190277,4.950219583,4.833543273,10.17285751,5.38056587,0.729265849,0.722236633,0.628969828,0.498797099,0.297735599,0.614843222,915,2101,0.808919271,0.813802083
0,No,Male,45,Italy,43,No,college,No,english_189,26,english,2,2,0.037639618,0.915140808,0.109841667,0.860911071,0.041501362,0.001536051,0.070426941,0,0.038092297,1.4e-05,0.059773762,0.001678467,0.05159251,0.009337108,0.069087982,0.00061,8.823455811,8.997570038,215.1323357,126257,99059,49,28.65041097,17,9,5.529717611,22.06485798,4.288962972,3.332891241,8.636146522,3.453794557,0.936602275,0.936602275,0.975624084,0.975624084,1,1,124,38,0.5625,0.218424479
0,No,Male,45,Italy,43,No,college,No,grayscale_6,27,grayscale,1,1
0,No,Male,45,Italy,43,No,college,No,foreign_37,28,foreign,4,5,0.093348183,0.748970032,0.169670105,0.70056659,0.1323293,0.019446054,0.150864914,0,0.094122566,0,0.120805107,0.050037384,0.107916512,0.005491892,0.101248421,0,23.32999039,33.35767492,210.8975232,96625,190482,68,36.50754293,21,11,12.62645032,63.63642832,4.949006067,5.1002803,12.24350128,5.394796567,0.841023763,0.846237183,0.972129822,0.896359762,0.375997447,1,425,181,0.745768229,0.523763021
0,No,Male,45,Italy,43,No,college,No,english_241,29,english,3,3,0.000997,0.683714569,0.43571344,0.562257111,0.003823598,0.001567841,0.30137381,0,0.093830109,0,0.42672348,0.001977285,0.001608531,0.000154,0.304363251,0,17.03190358,31.48750814,193.0111516,23402,451902,7,60.43802897,2,1,3.672622507,31.9851045,3.367744627,4.237423537,5.697100632,4.557539591,1,1,0.920260111,0.530230204,0.059215342,0.217097693,7,1008,0,0.912434896
0,No,Male,45,Italy,43,No,college,No,foreign_47,30,foreign,3,6,0.063451134,0.883246124,0.139300033,0.840895355,0.082486473,0.017847696,0.034713745,0,0.06711451,0.000496,0.04133733,0.009234111,0.064670563,0,0.031147003,0.021647135,31.68705877,34.09268697,228.8448982,141616,99262,87,30.6292216,29,9,8.357203932,58.10479734,5.425052719,4.730627413,11.31823585,4.948085137,0.862401326,0.857915243,0.957756042,0.886227926,0.319769401,0.940084448,261,229,0.791341146,0.737630208
1,No,Male,24,United States,24,Yes,college,Yes,practice_0,1,practice,6
1,No,Male,24,United States,24,Yes,college,Yes,practice_1,2,practice,5
1,No,Male,24,United States,24,Yes,college,Yes,practice_2,3,practice,5
1,No,Male,24,United States,24,Yes,college,Yes,practice_3,4,practice,8
1,No,Male,24,United States,24,Yes,college,Yes,practice_4,5,practice,1
1,No,Male,24,United States,24,Yes,college,Yes,english_102,1,english,7,4,0.102013908,0.689224243,0.382550567,0.485003144,0.10962677,0.005106608,0.282946259,0,0.120511375,6.36e-06,0.252244323,0.00629425,0.179222107,0.042677563,0.326582581,0.01314799,47.81044896,47.85932922,192.0743535,55960,375482,35,54.86068726,10,5,8.376644511,54.53415184,4.363537896,4.919743674,10.93396738,5.435718921,0.7397995,0.786186218,0.924438477,0.837071737,0.055054811,0.675035675,690,245,0.963541667,0.760742188
1,No,Male,24,United States,24,Yes,college,Yes,english_339,2,english,3,7,0.048988841,0.918906629,0.082126066,0.876443028,0.07198371,0.006444985,0.043040138,2.94e-05,0.057299901,0.000173,0.091900565,0.006166745,0.019979721,5.48e-05,0.016219478,0.000558,25.59831478,52.18494618,228.1559411,85452,116622,28,27.03121363,6,5,15.46759057,33.7730165,3.197610852,3.847585751,8.06210856,4.223328423,0.928283825,0.798752739,0.987003015,0.771779581,0.030560115,1,370,405,0.847942051,0.750901106
1,No,Male,24,United States,24,Yes,college,Yes,grayscale_6,3,grayscale,1,1
1,No,Male,24,United States,24,Yes,college,Yes,english_138,4,english,9,9,0.15570195,0.51632309,0.326023102,0.427684784,0.24756749,0.120358787,0.17998378,0.006154378,0.171000168,0.00022,0.194080353,0.022153219,0.175722763,0.023440043,0.144185379,0.013801575,51.58248393,98.00448481,197.8920161,68686,548553,86,78.48599752,20,18,73.33566139,105.6853597,7.566062308,7.810282199,20.96627514,8.978293407,0.622706095,0.546010335,0.827557882,0.827557882,1,1,2066,305,0.922200521,0.471354167
1,No,Male,24,United States,24,Yes,college,Yes,foreign_8,5,foreign,7,7,0.192576095,0.593607605,0.289171845,0.524712861,0.145207718,0.010543823,0.129878998,0,0.286927551,0.000343,0.157230377,0.028218588,0.254744202,0.006519318,0.282262176,0.008113861,36.73128764,66.08414459,185.2769508,69145,492910,79,71.46898905,17,4,12.31871317,62.76733997,5.587067393,5.82478362,9.973176889,6.590331177,0.761830648,0.672363281,0.870948792,0.759661357,0.430274512,0.750743566,1348,439,0.983072917,0.592773438
1,No,Male,24,United States,24,Yes,college,Yes,english_152,6,english,2,4,0.038439434,0.888537109,0.062824249,0.875,0.046891529,0.029026031,0.071891785,0.001377106,0.046146393,0,0.069588982,0.014673869,0.046254475,0,0.055519104,0,4.634270986,7.891125997,233.7092145,144521,20274,78,20.95476786,30,6,3.693108657,40.77208804,4.736234824,3.558306463,6.789917944,3.57527944,1,1,0.872754415,0.811230977,0.455427347,0.239345653,4,462,0,0.857421875
1,No,Male,24,United States,24,Yes,college,Yes,english_4,7,english,3,4,0.013997396,0.952850342,0.02929306,0.933556855,0.020772299,0.01071167,0.016483307,0,0.010848999,0.000426,0.007157644,0.002691905,0.028916677,0.012950897,0.017024994,5.09e-06,32.566878,25.87850952,249.5125872,115586,30404,21,18.56358846,6,3,11.09959946,46.44127516,2.973379188,3.588834289,7.467708736,3.687230433,1,1,0.97148641,0.910858154,0.129967607,0.796101721,4,232,0,0.772786458
1,No,Male,24,United States,24,Yes,college,Yes,english_321,8,english,9,8,0.045798417,0.729724884,0.102888614,0.689079702,0.161275253,0.158891931,0.090469606,0.007546944,0.045396209,0.000108,0.077864468,0.044934124,0.058329362,0.000699,0.072949454,0.014506846,28.98539163,64.26098785,231.7706005,61027,363773,61,55.2939247,15,7,24.67553422,113.5965106,4.953154508,6.757393654,11.9818277,7.288999394,0.861033663,0.679193708,0.993986395,0.993986395,1,1,961,16,0.933235535,0.605030981
1,No,Male,24,United States,24,Yes,college,Yes,english_1,9,english,4,4,0.009794871,0.891613007,0.183403015,0.825522125,0.011446635,0.008879344,0.017255148,0.000285,0.064631142,0.000196,0.021921793,0.009103139,0.073980965,0.004553477,0.099202476,0.008886973,69.20663579,47.49114609,233.5877673,79665,376823,73,58.04545085,13,18,6.918995005,56.28568913,5.806027567,5.903602326,19.83518014,6.600240038,0.76344045,0.270739237,0.834604899,0.597483317,0.422412853,0.788745342,1398,658,0.80859375,0.744791667
1,No,Male,24,United States,24,Yes,college,Yes,english_23,10,english,3,3,0.955066681,0.012489319,0.013792674,0.005427042,0.955598176,0.001781464,0.012297313,0,0.954517365,0.000579,0.01707077,0.023415884,0.949078858,0.004600525,0.009872437,0,3.661092122,12.9200236,10.82265218,17273,62437,73,10.13565063,5,7,6.585894984,40.22306826,2.238367242,4.412842707,8.712765739,4.501581096,1,1,0.966290792,0.951113383,0.002041125,0.04178514,4,3983,0,0.9921875
1,No,Male,24,United States,24,Yes,college,Yes,grayscale_18,11,grayscale,1,1
1,No,Male,24,United States,24,Yes,college,Yes,english_309,12,english,8,7,0.045608189,0.696359038,0.053076949,0.670767665,0.047280319,0.036301758,0.065118074,0.04359214,0.060654785,0.038439721,0.067259893,0.160723314,0.058272999,0.039819263,0.064065777,0.02088814,28.45633985,84.01279699,241.9272951,273713,89259,69,46.57989903,18,8,10.42977494,132.2339922,6.177462863,5.946224972,12.27221008,6.491677227,0.876952849,0.817854695,0.781191049,0.631461695,0.155296102,0.28640393,483,895,0.781151687,0.909919705
1,No,Male,24,United States,24,Yes,college,Yes,english_24,13,english,8,8,0.047906239,0.82503891,0.085580193,0.770970643,0.045136768,0.009462993,0.0338974,0.000338,0.052655537,0.000815,0.044854481,0.010041554,0.051991779,0.074869789,0.106304169,0.323040009,78.89770253,84.77534485,238.4663569,58669,171758,74,29.30030823,15,9,13.39146028,91.80029123,4.318272614,5.65512684,16.06463303,6.251031338,0.846417745,0.740328471,0.899289449,0.820396423,0.493073778,0.975765782,676,300,0.917643229,0.712239583
1,No,Male,24,United States,24,Yes,college,Yes,english_75,14,english,4,5,0.027296701,0.932052612,0.029135386,0.917830169,0.028842926,0.007648468,0.015597026,0,0.0278155,0.000346,0.015566508,0.002075195,0.04598999,0.020940145,0.017820993,0.000394,14.149278,12.1471494,241.5575422,227565,20021,87,31.48218791,36,6,4.921082764,44.72031405,6.103141461,3.416275912,7.617036334,3.463889907,1,1,0.897555033,0.909395854,1,0.813880219,4,163,0,0.570638021
1,No,Male,24,United States,24,Yes,college,Yes,grayscale_17,15,grayscale,7,1
1,No,Male,24,United States,24,Yes,college,Yes,english_299,16,english,4,7,0.037424892,0.890677094,0.036157142,0.872149944,0.0381524,0.043049604,0.062979281,0.044681109,0.037317112,0,0.019718157,3.37e-05,0.038218413,0.000438,0.032780968,0.01676232,13.57169321,17.48030879,237.826069,119998,83197,46,27.37517851,15,5,4.660896571,62.60290174,3.813342425,4.231118437,7.57563345,4.291288059,1,1,0.969945841,0.850866273,0.073314499,1,4,231,0,0.617869594
1,No,Male,24,United States,24,Yes,college,Yes,english_162,17,english,4,3,0.133780167,0.725217164,0.276257843,0.614865601,0.025124868,0.023301443,0.078300476,0,0.13368988,0,0.084679924,0.000698,0.151621506,0,0.30938974,0,37.87253952,66.49511592,204.0297979,86987,90625,59,22.58453369,24,7,5.776245956,62.12934582,4.249685808,4.98911908,10.87677737,5.40972844,0.872573853,0.811096191,0.834401449,0.876520793,0.804270172,0.793418527,373,344,0.770507813,0.78125
1,No,Male,24,United States,24,Yes,college,Yes,english_135,18,english,5,3,0.349676758,0.436977386,0.275210053,0.419928223,0.00892512,0,0.181027725,0,0.468852997,0,0.038383484,3.94e-05,0.512437165,0.000111,0.56101352,0.000114,61.9379069,96.57514699,157.3948911,81817,30448,100,14.27523295,24,5,2.677454741,43.38047136,4.084481985,4.646635838,11.33258436,5.273075573,0.89524587,0.680585225,1,1,NA,NA,475,4,0.792317708,0
1,No,Male,24,United States,24,Yes,college,Yes,english_110,19,english,4,4
1,No,Male,24,United States,24,Yes,college,Yes,grayscale_4,20,grayscale,1,1
1,No,Male,24,United States,24,Yes,college,Yes,english_9,21,english,7,6,0.05568568,0.75405246,0.223922729,0.678947449,0.053738911,0.008393605,0.151668549,8.9e-06,0.057407379,0.002414703,0.046913147,0.006506602,0.069639839,0.018461863,0.170033768,0.038424175,39.80984116,37.43440628,209.7428907,127149,116340,124,30.96122742,28,11,8.186720815,61.73808495,5.624255635,4.762793742,13.34077893,5.131160709,0.84945933,0.746396383,0.870765686,0.870765686,0.049176552,0.049176552,544,202,0.825520833,0.932942708
1,No,Male,24,United States,24,Yes,college,Yes,english_119,22,english,9,8,0.083573662,0.812250793,0.312877655,0.704293549,0.104902901,0.021452585,0.132795975,0.016766867,0.078507744,0.005161285,0.125693008,0.015513103,0.087268829,0.017092386,0.107705437,0.001583099,96.65281423,74.94363403,217.0956968,74690,292646,89,46.70918783,33,23,9.328635952,76.8585692,6.913767353,6.901558308,25.3785333,7.561684312,0.785224915,0.679110209,0.853215535,0.813878377,0.627763687,0.486070242,903,460,0.783854167,0.725260417
1,No,Male,24,United States,24,Yes,college,Yes,english_329,23,english,4,4,0.148735851,0.797447026,0.035590481,0.780045569,0.168791741,0.02238076,0.029788686,9.6e-05,0.146688625,0,0.026798271,0.001381689,0.148778662,0.018545764,0.041014742,0.019884638,22.97554865,16.44303551,209.1255053,184838,103735,82,37.43831053,29,9,4.612783553,51.53386872,5.830972717,4.169896374,10.53810489,4.249764508,0.961445052,0.961445052,0.722302659,0.57851364,0.575251836,0.609067002,67,1138,0.592032133,0.739666527
1,No,Male,24,United States,24,Yes,college,Yes,english_283,24,english,7,6,0.261445373,0.648909271,0.175361633,0.553263366,0.102792107,0.004992167,0.058373768,0,0.304140717,0.003105164,0.136122391,0.030199686,0.256702423,2.54e-05,0.273934692,2.54e-05,29.03115209,75.24033991,187.1066182,58431,270315,55,41.80221558,18,11,10.8237081,57.41599343,4.678230605,5.44769018,12.80226967,6.115437898,0.580052694,0.732142131,0.862378438,0.577125549,0.30136233,0.544528735,815,1127,0.786458333,0.768229167
1,No,Male,24,United States,24,Yes,college,Yes,english_319,25,english,4,3,0.046422917,0.848947704,0.32953316,0.576583982,0.068599977,0.040236063,0.058989443,0.000113,0.049001101,8.08e-05,0.099815659,0.042048216,0.057009231,0.01100841,0.185437635,0.01802513,39.59074121,48.61586383,216.4093982,94675,322262,42,54.31731577,14,5,19.32758629,64.48838078,4.876483297,4.937326953,10.41926917,5.441139727,0.695936008,0.750996294,0.845048496,0.798547411,0.26159272,0.860082422,560,313,0.610007835,0.84423087
1,No,Male,24,United States,24,Yes,college,Yes,foreign_43,26,foreign,6,6,0.078076683,0.678951263,0.221168518,0.582881927,0.205795288,0.147494003,0.178052261,0,0.102223717,0.000118,0.147749588,0.015240987,0.105817162,0,0.147636414,0.008998871,48.02382533,71.90810013,213.5832685,127099,250258,98,47.98342387,24,11,39.32486742,96.74473057,6.304178406,6.465080303,15.45361663,7.038310683,0.691022237,0.495328267,0.809181213,0.810651143,0.813392363,0.995707179,945,277,0.719075521,0.675130208
1,No,Male,24,United States,24,Yes,college,Yes,english_331,27,english,3,4,0.038543068,0.828337371,0.070484087,0.80958575,0.039909609,0.001371872,0.025472289,0.000115,0.141394809,0.111636244,0.139064357,0.005380831,0.033830177,0.000248,0.025480289,0.004772888,17.8775061,33.29259002,235.4099057,93465,76027,40,22.5968243,13,2,5.931918896,59.87111225,3.209322245,3.789019864,6.159242207,4.070110545,0.856773368,0.856773368,0.948004853,0.948004853,1,1,296,94,0.59706275,0.432950601
1,No,Male,24,United States,24,Yes,college,Yes,foreign_36,28,foreign,2,2,0.000585,0.939353943,0.143042251,0.863689423,0.000664,0,0.077702843,0,0.000661,0,0.034857433,0,0.052134197,0,0.078102112,0,35.824838,12.34749985,238.7292849,65541,18463,56,10.68166097,7,1,1.748698611,17.2870487,2.372681998,2.664313016,5.791474383,2.771395877,0.993769328,0.994267782,1,1,NA,NA,37,4,0.635742188,0
1,No,Male,24,United States,24,Yes,college,Yes,foreign_39,29,foreign,3,3,0.008967082,0.966400146,0.135280609,0.872132599,0.010255178,0.002805074,0.03131612,0,0.009913127,0,0.033574421,0.000404,0.010172526,0.000544,0.031288147,0,16.66197968,4.974512736,233.558403,155715,134259,74,36.87210083,15,12,7.18359131,19.62730616,5.039230922,3.369894784,10.88201789,3.520530224,0.947848002,0.947848002,0.850987752,0.851064046,0.294223096,0.311241826,100,214,0.633138021,0.930013021
1,No,Male,24,United States,24,Yes,college,Yes,english_286,30,english,5,5,0.252451569,0.561677277,0.270346314,0.501959503,0.20014827,0.001889547,0.222021744,1.27e-06,0.275583893,0.000834,0.122361504,0.002591451,0.369345337,0.003924052,0.33682251,0.021149954,53.319664,46.93153127,172.2781041,105835,458102,34,71.70829773,11,5,8.223442396,45.2991574,5.398670168,5.172842728,11.40262741,5.720428808,0.472000122,0.668721517,1,1,NA,NA,1034,4,0.847981771,0
2,No,Male,30,United States,30,Yes,high school,Yes,practice_0,1,practice,7
2,No,Male,30,United States,30,Yes,high school,Yes,practice_1,2,practice,6
2,No,Male,30,United States,30,Yes,high school,Yes,practice_2,3,practice,1
2,No,Male,30,United States,30,Yes,high school,Yes,practice_3,4,practice,7
2,No,Male,30,United States,30,Yes,high school,Yes,practice_4,5,practice,1
2,No,Male,30,United States,30,Yes,high school,Yes,foreign_22,1,foreign,3,3,0.005297343,0.853439331,0.128349304,0.832743347,0.005461375,0,0.012251536,0,0.099689484,0,0.012203217,0.00013,0.136863708,0.036844891,0.14921315,0,27.0636762,36.91921616,231.7478396,114786,1075,51,14.732488,19,1,2.291257612,54.82460988,3.41477063,3.902429203,6.047564343,4.062042747,0.940427144,0.941083272,0.967333476,0.967333476,0.406327543,1,107,53,0.565429688,0.639322917
